,key,stock,sold_out_date,sol_out_pred,date_sold_out_date,date_sold_out_pred,days_differ,correct_differ
761,11234 44 2/3,1.0,2018-01-15,2018-01-10,2018-01-15,2018-01-10,5 days 00:00:00.000000000,5
762,11234 45 1/3,1.0,2018-01-22,2018-01-10,2018-01-22,2018-01-10,12 days 00:00:00.000000000,12
763,11241 2XL,2.0,2018-01-11,2018-01-17,2018-01-11,2018-01-17,-6 days +00:00:00.000000000,6
764,11241 L,33.0,2018-01-30,2018-01-22,2018-01-30,2018-01-22,8 days 00:00:00.000000000,8
765,11241 M,20.0,2018-01-18,2018-01-22,2018-01-18,2018-01-22,-4 days +00:00:00.000000000,4
766,11241 S,2.0,2018-01-11,2018-01-17,2018-01-11,2018-01-17,-6 days +00:00:00.000000000,6
767,11241 XL,2.0,2018-01-11,2018-01-17,2018-01-11,2018-01-17,-6 days +00:00:00.000000000,6
768,11247 39,1.0,2018-01-24,2018-01-10,2018-01-24,2018-01-10,14 days 00:00:00.000000000,14
769,11247 40,4.0,2018-01-16,2018-01-28,2018-01-16,2018-01-28,-12 days +00:00:00.000000000,12
770,11247 41,1.0,2018-01-10,2018-01-10,2018-01-10,2018-01-10,0 days 00:00:00.000000000,0
771,11247 42,2.0,2018-01-31,2018-01-17,2018-01-31,2018-01-17,14 days 00:00:00.000000000,14
772,11247 43,4.0,2018-01-24,2018-01-28,2018-01-24,2018-01-28,-4 days +00:00:00.000000000,4
773,11247 44,2.0,2018-01-31,2018-01-17,2018-01-31,2018-01-17,14 days 00:00:00.000000000,14
774,11247 45,8.0,2018-01-31,2018-01-22,2018-01-31,2018-01-22,9 days 00:00:00.000000000,9
775,11247 47,1.0,2018-01-31,2018-01-10,2018-01-31,2018-01-10,21 days 00:00:00.000000000,21
776,11249 L,1.0,2018-01-26,2018-01-10,2018-01-26,2018-01-10,16 days 00:00:00.000000000,16
777,11249 S,1.0,2018-01-04,2018-01-10,2018-01-04,2018-01-10,-6 days +00:00:00.000000000,6
778,11250 2XL,1.0,2018-01-07,2018-01-10,2018-01-07,2018-01-10,-3 days +00:00:00.000000000,3
779,11250 L,13.0,2018-01-15,2018-01-22,2018-01-15,2018-01-22,-7 days +00:00:00.000000000,7
780,11250 M,1.0,2018-01-01,2018-01-10,2018-01-01,2018-01-10,-9 days +00:00:00.000000000,9
781,11250 S,1.0,2018-01-02,2018-01-10,2018-01-02,2018-01-10,-8 days +00:00:00.000000000,8
782,11250 XL,4.0,2018-01-14,2018-01-28,2018-01-14,2018-01-28,-14 days +00:00:00.000000000,14
783,11251 42,1.0,2018-01-15,2018-01-10,2018-01-15,2018-01-10,5 days 00:00:00.000000000,5
784,11251 43 1/3,1.0,2018-01-28,2018-01-10,2018-01-28,2018-01-10,18 days 00:00:00.000000000,18
785,11252 116,1.0,2018-01-02,2018-01-10,2018-01-02,2018-01-10,-8 days +00:00:00.000000000,8
786,11252 128,3.0,2018-01-03,2018-01-23,2018-01-03,2018-01-23,-20 days +00:00:00.000000000,20
787,11252 140,19.0,2018-01-31,2018-01-22,2018-01-31,2018-01-22,9 days 00:00:00.000000000,9
788,11252 152,1.0,2018-01-02,2018-01-10,2018-01-02,2018-01-10,-8 days +00:00:00.000000000,8
789,11252 164,23.0,2018-01-18,2018-01-22,2018-01-18,2018-01-22,-4 days +00:00:00.000000000,4
790,11254 L,1.0,2018-01-08,2018-01-10,2018-01-08,2018-01-10,-2 days +00:00:00.000000000,2
791,11256 L,12.0,2018-01-14,2018-01-22,2018-01-14,2018-01-22,-8 days +00:00:00.000000000,8
792,11256 M,1.0,2018-01-02,2018-01-10,2018-01-02,2018-01-10,-8 days +00:00:00.000000000,8
793,11256 S,1.0,2018-01-16,2018-01-10,2018-01-16,2018-01-10,6 days 00:00:00.000000000,6
794,11256 XL,3.0,2018-01-17,2018-01-23,2018-01-17,2018-01-23,-6 days +00:00:00.000000000,6
795,11257 L,1.0,2018-01-20,2018-01-10,2018-01-20,2018-01-10,10 days 00:00:00.000000000,10
796,11257 M,2.0,2018-01-28,2018-01-17,2018-01-28,2018-01-17,11 days 00:00:00.000000000,11
797,11260 2XL,1.0,2018-01-03,2018-01-10,2018-01-03,2018-01-10,-7 days +00:00:00.000000000,7
798,11260 L,1.0,2018-01-01,2018-01-10,2018-01-01,2018-01-10,-9 days +00:00:00.000000000,9
799,11260 M,33.0,2018-01-24,2018-01-22,2018-01-24,2018-01-22,2 days 00:00:00.000000000,2
800,11260 S,6.0,2018-01-13,2018-01-22,2018-01-13,2018-01-22,-9 days +00:00:00.000000000,9
801,11260 XL,4.0,2018-01-06,2018-01-28,2018-01-06,2018-01-28,-22 days +00:00:00.000000000,22
802,11266 46,1.0,2018-01-29,2018-01-10,2018-01-29,2018-01-10,19 days 00:00:00.000000000,19
803,11269 2 ( 37-39 ),6.0,2018-01-15,2018-01-22,2018-01-15,2018-01-22,-7 days +00:00:00.000000000,7
804,11269 4 ( 43-45 ),1.0,2018-01-10,2018-01-10,2018-01-10,2018-01-10,0 days 00:00:00.000000000,0
805,11272 S ( 128-140 ),1.0,2018-01-30,2018-01-10,2018-01-30,2018-01-10,20 days 00:00:00.000000000,20
806,11273 43,1.0,2018-01-23,2018-01-10,2018-01-23,2018-01-10,13 days 00:00:00.000000000,13
807,11276 M,2.0,2018-01-31,2018-01-17,2018-01-31,2018-01-17,14 days 00:00:00.000000000,14
808,11280 39,3.0,2018-01-22,2018-01-23,2018-01-22,2018-01-23,-1 days +00:00:00.000000000,1
809,11280 40,2.0,2018-01-31,2018-01-17,2018-01-31,2018-01-17,14 days 00:00:00.000000000,14
810,11280 41,2.0,2018-01-15,2018-01-17,2018-01-15,2018-01-17,-2 days +00:00:00.000000000,2
811,11280 42,3.0,2018-01-27,2018-01-23,2018-01-27,2018-01-23,4 days 00:00:00.000000000,4
812,11280 44,5.0,2018-01-31,2018-01-22,2018-01-31,2018-01-22,9 days 00:00:00.000000000,9
813,11280 45,1.0,2018-01-31,2018-01-10,2018-01-31,2018-01-10,21 days 00:00:00.000000000,21
814,11280 46,2.0,2018-01-29,2018-01-17,2018-01-29,2018-01-17,12 days 00:00:00.000000000,12
815,11286 2XL,1.0,2018-01-15,2018-01-10,2018-01-15,2018-01-10,5 days 00:00:00.000000000,5
816,11286 L,1.0,2018-01-15,2018-01-10,2018-01-15,2018-01-10,5 days 00:00:00.000000000,5
817,11286 M,4.0,2018-01-15,2018-01-28,2018-01-15,2018-01-28,-13 days +00:00:00.000000000,13
818,11286 S,1.0,2018-01-09,2018-01-10,2018-01-09,2018-01-10,-1 days +00:00:00.000000000,1
819,11286 XL,8.0,2018-01-30,2018-01-22,2018-01-30,2018-01-22,8 days 00:00:00.000000000,8
820,11293 2XL,6.0,2018-01-31,2018-01-22,2018-01-31,2018-01-22,9 days 00:00:00.000000000,9
821,11293 L,7.0,2018-01-05,2018-01-22,2018-01-05,2018-01-22,-17 days +00:00:00.000000000,17
822,11293 M,14.0,2018-01-23,2018-01-22,2018-01-23,2018-01-22,1 days 00:00:00.000000000,1
823,11293 S,1.0,2018-01-03,2018-01-10,2018-01-03,2018-01-10,-7 days +00:00:00.000000000,7
824,11293 XL,12.0,2018-01-11,2018-01-22,2018-01-11,2018-01-22,-11 days +00:00:00.000000000,11
825,11295 L,1.0,2018-01-25,2018-01-10,2018-01-25,2018-01-10,15 days 00:00:00.000000000,15
826,11299 L,1.0,2018-01-08,2018-01-10,2018-01-08,2018-01-10,-2 days +00:00:00.000000000,2
827,11299 M,1.0,2018-01-02,2018-01-10,2018-01-02,2018-01-10,-8 days +00:00:00.000000000,8
828,11299 XL,2.0,2018-01-15,2018-01-17,2018-01-15,2018-01-17,-2 days +00:00:00.000000000,2
829,11314 M,1.0,2018-01-24,2018-01-10,2018-01-24,2018-01-10,14 days 00:00:00.000000000,14
830,11317 2XL,6.0,2018-01-08,2018-01-22,2018-01-08,2018-01-22,-14 days +00:00:00.000000000,14
831,11317 L,12.0,2018-01-03,2018-01-22,2018-01-03,2018-01-22,-19 days +00:00:00.000000000,19
832,11317 M,24.0,2018-01-09,2018-01-22,2018-01-09,2018-01-22,-13 days +00:00:00.000000000,13
833,11317 S,15.0,2018-01-13,2018-01-22,2018-01-13,2018-01-22,-9 days +00:00:00.000000000,9
834,11317 XL,8.0,2018-01-06,2018-01-22,2018-01-06,2018-01-22,-16 days +00:00:00.000000000,16
835,11319 M,2.0,2018-01-20,2018-01-17,2018-01-20,2018-01-17,3 days 00:00:00.000000000,3
836,11321 L,4.0,2018-01-28,2018-01-28,2018-01-28,2018-01-28,0 days 00:00:00.000000000,0
837,11323 L,1.0,2018-01-23,2018-01-10,2018-01-23,2018-01-10,13 days 00:00:00.000000000,13
838,11323 M,9.0,2018-01-31,2018-01-22,2018-01-31,2018-01-22,9 days 00:00:00.000000000,9
839,11323 S,1.0,2018-01-23,2018-01-10,2018-01-23,2018-01-10,13 days 00:00:00.000000000,13
840,11323 XL,1.0,2018-01-31,2018-01-10,2018-01-31,2018-01-10,21 days 00:00:00.000000000,21
841,11324 L ( 152-158 ),1.0,2018-01-05,2018-01-10,2018-01-05,2018-01-10,-5 days +00:00:00.000000000,5
842,11324 M ( 140-152 ),1.0,2018-01-09,2018-01-10,2018-01-09,2018-01-10,-1 days +00:00:00.000000000,1
843,11324 S ( 128-140 ),1.0,2018-01-02,2018-01-10,2018-01-02,2018-01-10,-8 days +00:00:00.000000000,8
844,11324 XL ( 158-170 ),1.0,2018-01-05,2018-01-10,2018-01-05,2018-01-10,-5 days +00:00:00.000000000,5
845,11329 39 1/3,1.0,2018-01-03,2018-01-10,2018-01-03,2018-01-10,-7 days +00:00:00.000000000,7
846,11329 41 1/3,1.0,2018-01-05,2018-01-10,2018-01-05,2018-01-10,-5 days +00:00:00.000000000,5
847,11329 42,1.0,2018-01-05,2018-01-10,2018-01-05,2018-01-10,-5 days +00:00:00.000000000,5
848,11329 42 2/3,1.0,2018-01-30,2018-01-10,2018-01-30,2018-01-10,20 days 00:00:00.000000000,20
849,11329 43 1/3,2.0,2018-01-31,2018-01-17,2018-01-31,2018-01-17,14 days 00:00:00.000000000,14
850,11329 44,2.0,2018-01-14,2018-01-17,2018-01-14,2018-01-17,-3 days +00:00:00.000000000,3
851,11329 44 2/3,2.0,2018-01-08,2018-01-17,2018-01-08,2018-01-17,-9 days +00:00:00.000000000,9
852,11329 45 1/3,1.0,2018-01-03,2018-01-10,2018-01-03,2018-01-10,-7 days +00:00:00.000000000,7
853,11329 46,1.0,2018-01-13,2018-01-10,2018-01-13,2018-01-10,3 days 00:00:00.000000000,3
854,11329 46 2/3,3.0,2018-01-30,2018-01-23,2018-01-30,2018-01-23,7 days 00:00:00.000000000,7
855,11330 M ( 38/40 ),1.0,2018-01-31,2018-01-10,2018-01-31,2018-01-10,21 days 00:00:00.000000000,21
856,11330 S ( 34/36 ),1.0,2018-01-08,2018-01-10,2018-01-08,2018-01-10,-2 days +00:00:00.000000000,2
857,11332 42,1.0,2018-01-09,2018-01-10,2018-01-09,2018-01-10,-1 days +00:00:00.000000000,1
858,11332 43,1.0,2018-01-27,2018-01-10,2018-01-27,2018-01-10,17 days 00:00:00.000000000,17
859,11332 45,1.0,2018-01-16,2018-01-10,2018-01-16,2018-01-10,6 days 00:00:00.000000000,6
860,11339 L,2.0,2018-01-23,2018-01-17,2018-01-23,2018-01-17,6 days 00:00:00.000000000,6
861,11339 M,1.0,2018-01-11,2018-01-10,2018-01-11,2018-01-10,1 days 00:00:00.000000000,1
862,11339 S,2.0,2018-01-24,2018-01-17,2018-01-24,2018-01-17,7 days 00:00:00.000000000,7
863,11340 L,1.0,2018-01-12,2018-01-10,2018-01-12,2018-01-10,2 days 00:00:00.000000000,2
864,11350 L,1.0,2018-01-19,2018-01-10,2018-01-19,2018-01-10,9 days 00:00:00.000000000,9
865,11350 M,1.0,2018-01-22,2018-01-10,2018-01-22,2018-01-10,12 days 00:00:00.000000000,12
866,11353 41 1/3,1.0,2018-01-11,2018-01-10,2018-01-11,2018-01-10,1 days 00:00:00.000000000,1
867,11355 34,1.0,2018-01-07,2018-01-10,2018-01-07,2018-01-10,-3 days +00:00:00.000000000,3
868,11355 36,1.0,2018-01-31,2018-01-10,2018-01-31,2018-01-10,21 days 00:00:00.000000000,21
869,11355 38,1.0,2018-01-08,2018-01-10,2018-01-08,2018-01-10,-2 days +00:00:00.000000000,2
870,11356 140,1.0,2018-01-30,2018-01-10,2018-01-30,2018-01-10,20 days 00:00:00.000000000,20
871,11357 L,2.0,2018-01-08,2018-01-17,2018-01-08,2018-01-17,-9 days +00:00:00.000000000,9
872,11358 41,1.0,2018-01-11,2018-01-10,2018-01-11,2018-01-10,1 days 00:00:00.000000000,1
873,11358 44,2.0,2018-01-05,2018-01-17,2018-01-05,2018-01-17,-12 days +00:00:00.000000000,12
874,11364 39 1/3,1.0,2018-01-09,2018-01-10,2018-01-09,2018-01-10,-1 days +00:00:00.000000000,1
875,11364 42 2/3,1.0,2018-01-08,2018-01-10,2018-01-08,2018-01-10,-2 days +00:00:00.000000000,2
876,11364 43 1/3,1.0,2018-01-07,2018-01-10,2018-01-07,2018-01-10,-3 days +00:00:00.000000000,3
877,11364 44 2/3,1.0,2018-01-13,2018-01-10,2018-01-13,2018-01-10,3 days 00:00:00.000000000,3
878,11367 37 1/3,1.0,2018-01-22,2018-01-10,2018-01-22,2018-01-10,12 days 00:00:00.000000000,12
879,11367 38,2.0,2018-01-29,2018-01-17,2018-01-29,2018-01-17,12 days 00:00:00.000000000,12
880,11368 2XL,1.0,2018-01-19,2018-01-10,2018-01-19,2018-01-10,9 days 00:00:00.000000000,9
881,11371 3 ( 39-42 ),2.0,2018-01-10,2018-01-17,2018-01-10,2018-01-17,-7 days +00:00:00.000000000,7
882,11371 4 ( 43-46 ),1.0,2018-01-16,2018-01-10,2018-01-16,2018-01-10,6 days 00:00:00.000000000,6
883,11371 5 ( 47-49 ),1.0,2018-01-09,2018-01-10,2018-01-09,2018-01-10,-1 days +00:00:00.000000000,1
884,11377 M,1.0,2018-01-22,2018-01-10,2018-01-22,2018-01-10,12 days 00:00:00.000000000,12
885,11377 S,1.0,2018-01-28,2018-01-10,2018-01-28,2018-01-10,18 days 00:00:00.000000000,18
886,11381 41,1.0,2018-01-10,2018-01-10,2018-01-10,2018-01-10,0 days 00:00:00.000000000,0
887,11381 42,1.0,2018-01-10,2018-01-10,2018-01-10,2018-01-10,0 days 00:00:00.000000000,0
888,11381 43,1.0,2018-01-06,2018-01-10,2018-01-06,2018-01-10,-4 days +00:00:00.000000000,4
889,11381 45,1.0,2018-01-24,2018-01-10,2018-01-24,2018-01-10,14 days 00:00:00.000000000,14
890,11381 46,1.0,2018-01-08,2018-01-10,2018-01-08,2018-01-10,-2 days +00:00:00.000000000,2
891,11383 45,1.0,2018-01-13,2018-01-10,2018-01-13,2018-01-10,3 days 00:00:00.000000000,3
892,11384 30,1.0,2018-01-16,2018-01-10,2018-01-16,2018-01-10,6 days 00:00:00.000000000,6
893,11386 XL ( 158-170 ),1.0,2018-01-07,2018-01-10,2018-01-07,2018-01-10,-3 days +00:00:00.000000000,3
894,11389 M,1.0,2018-01-18,2018-01-10,2018-01-18,2018-01-10,8 days 00:00:00.000000000,8
895,11391 L,11.0,2018-01-14,2018-01-22,2018-01-14,2018-01-22,-8 days +00:00:00.000000000,8
896,11391 M,2.0,2018-01-05,2018-01-17,2018-01-05,2018-01-17,-12 days +00:00:00.000000000,12
897,11391 XL,1.0,2018-01-05,2018-01-10,2018-01-05,2018-01-10,-5 days +00:00:00.000000000,5
898,11395 L,1.0,2018-01-04,2018-01-10,2018-01-04,2018-01-10,-6 days +00:00:00.000000000,6
899,11395 M,1.0,2018-01-07,2018-01-10,2018-01-07,2018-01-10,-3 days +00:00:00.000000000,3
900,11395 XL,1.0,2018-01-17,2018-01-10,2018-01-17,2018-01-10,7 days 00:00:00.000000000,7
901,11402 8 ( XL ),1.0,2018-01-02,2018-01-10,2018-01-02,2018-01-10,-8 days +00:00:00.000000000,8
902,11410 L,1.0,2018-01-01,2018-01-10,2018-01-01,2018-01-10,-9 days +00:00:00.000000000,9
903,11410 M,2.0,2018-01-23,2018-01-17,2018-01-23,2018-01-17,6 days 00:00:00.000000000,6
904,11411 3XL,1.0,2018-01-02,2018-01-10,2018-01-02,2018-01-10,-8 days +00:00:00.000000000,8
905,11411 L,1.0,2018-01-09,2018-01-10,2018-01-09,2018-01-10,-1 days +00:00:00.000000000,1
906,11411 M,1.0,2018-01-02,2018-01-10,2018-01-02,2018-01-10,-8 days +00:00:00.000000000,8
907,11411 S,1.0,2018-01-16,2018-01-10,2018-01-16,2018-01-10,6 days 00:00:00.000000000,6
908,11411 XL,1.0,2018-01-05,2018-01-10,2018-01-05,2018-01-10,-5 days +00:00:00.000000000,5
909,11412 37 1/3,1.0,2018-01-03,2018-01-10,2018-01-03,2018-01-10,-7 days +00:00:00.000000000,7
910,11414 43,1.0,2018-01-16,2018-01-10,2018-01-16,2018-01-10,6 days 00:00:00.000000000,6
911,11418 2XL,2.0,2018-01-09,2018-01-17,2018-01-09,2018-01-17,-8 days +00:00:00.000000000,8
912,11418 S,1.0,2018-01-01,2018-01-10,2018-01-01,2018-01-10,-9 days +00:00:00.000000000,9
913,11420 2XL,1.0,2018-01-10,2018-01-10,2018-01-10,2018-01-10,0 days 00:00:00.000000000,0
914,11420 L,1.0,2018-01-04,2018-01-10,2018-01-04,2018-01-10,-6 days +00:00:00.000000000,6
915,11420 S,1.0,2018-01-13,2018-01-10,2018-01-13,2018-01-10,3 days 00:00:00.000000000,3
916,11422 3 (35-38 ),3.0,2018-01-13,2018-01-23,2018-01-13,2018-01-23,-10 days +00:00:00.000000000,10
917,11422 5 ( 43-46 ),1.0,2018-01-04,2018-01-10,2018-01-04,2018-01-10,-6 days +00:00:00.000000000,6
918,11425 L ( 152-158 ),2.0,2018-01-28,2018-01-17,2018-01-28,2018-01-17,11 days 00:00:00.000000000,11
919,11426 2XL,4.0,2018-01-20,2018-01-28,2018-01-20,2018-01-28,-8 days +00:00:00.000000000,8
920,11426 S,5.0,2018-01-15,2018-01-22,2018-01-15,2018-01-22,-7 days +00:00:00.000000000,7
921,11429 L,2.0,2018-01-27,2018-01-17,2018-01-27,2018-01-17,10 days 00:00:00.000000000,10
922,11431 36,1.0,2018-01-08,2018-01-10,2018-01-08,2018-01-10,-2 days +00:00:00.000000000,2
923,11433 2XL,5.0,2018-01-30,2018-01-22,2018-01-30,2018-01-22,8 days 00:00:00.000000000,8
924,11433 L,2.0,2018-01-04,2018-01-17,2018-01-04,2018-01-17,-13 days +00:00:00.000000000,13
925,11433 M,1.0,2018-01-02,2018-01-10,2018-01-02,2018-01-10,-8 days +00:00:00.000000000,8
926,11433 S,1.0,2018-01-05,2018-01-10,2018-01-05,2018-01-10,-5 days +00:00:00.000000000,5
927,11433 XL,1.0,2018-01-02,2018-01-10,2018-01-02,2018-01-10,-8 days +00:00:00.000000000,8
928,11438 L,1.0,2018-01-19,2018-01-10,2018-01-19,2018-01-10,9 days 00:00:00.000000000,9
929,11445 M,2.0,2018-01-27,2018-01-17,2018-01-27,2018-01-17,10 days 00:00:00.000000000,10
930,11449 41,1.0,2018-01-15,2018-01-10,2018-01-15,2018-01-10,5 days 00:00:00.000000000,5
931,11449 43,1.0,2018-01-07,2018-01-10,2018-01-07,2018-01-10,-3 days +00:00:00.000000000,3
932,11449 44,2.0,2018-01-02,2018-01-17,2018-01-02,2018-01-17,-15 days +00:00:00.000000000,15
933,11450 M,3.0,2018-01-24,2018-01-23,2018-01-24,2018-01-23,1 days 00:00:00.000000000,1
934,11450 S,1.0,2018-01-18,2018-01-10,2018-01-18,2018-01-10,8 days 00:00:00.000000000,8
935,11452 39,1.0,2018-01-14,2018-01-10,2018-01-14,2018-01-10,4 days 00:00:00.000000000,4
936,11452 40,3.0,2018-01-27,2018-01-23,2018-01-27,2018-01-23,4 days 00:00:00.000000000,4
937,11452 43,2.0,2018-01-12,2018-01-17,2018-01-12,2018-01-17,-5 days +00:00:00.000000000,5
938,11452 44,1.0,2018-01-08,2018-01-10,2018-01-08,2018-01-10,-2 days +00:00:00.000000000,2
939,11452 45,1.0,2018-01-20,2018-01-10,2018-01-20,2018-01-10,10 days 00:00:00.000000000,10
940,11456 L,8.0,2018-01-18,2018-01-22,2018-01-18,2018-01-22,-4 days +00:00:00.000000000,4
941,11456 M,1.0,2018-01-17,2018-01-10,2018-01-17,2018-01-10,7 days 00:00:00.000000000,7
942,11456 XL,1.0,2018-01-18,2018-01-10,2018-01-18,2018-01-10,8 days 00:00:00.000000000,8
943,11459 41,1.0,2018-01-13,2018-01-10,2018-01-13,2018-01-10,3 days 00:00:00.000000000,3
944,11463 36,1.0,2018-01-28,2018-01-10,2018-01-28,2018-01-10,18 days 00:00:00.000000000,18
945,11463 38,1.0,2018-01-27,2018-01-10,2018-01-27,2018-01-10,17 days 00:00:00.000000000,17
946,11464 43 1/3,1.0,2018-01-24,2018-01-10,2018-01-24,2018-01-10,14 days 00:00:00.000000000,14
947,11466 XL ( 158-170 ),2.0,2018-01-28,2018-01-17,2018-01-28,2018-01-17,11 days 00:00:00.000000000,11
948,11472 1 ( 34-36 ),4.0,2018-01-17,2018-01-28,2018-01-17,2018-01-28,-11 days +00:00:00.000000000,11
949,11472 2 ( 37-39 ),1.0,2018-01-16,2018-01-10,2018-01-16,2018-01-10,6 days 00:00:00.000000000,6
950,11472 3 ( 40-42 ),12.0,2018-01-17,2018-01-22,2018-01-17,2018-01-22,-5 days +00:00:00.000000000,5
951,11472 4 ( 43-45 ),16.0,2018-01-03,2018-01-22,2018-01-03,2018-01-22,-19 days +00:00:00.000000000,19
952,11472 5 ( 46-48 ),1.0,2018-01-07,2018-01-10,2018-01-07,2018-01-10,-3 days +00:00:00.000000000,3
953,11475 2XL,1.0,2018-01-23,2018-01-10,2018-01-23,2018-01-10,13 days 00:00:00.000000000,13
954,11475 L,10.0,2018-01-20,2018-01-22,2018-01-20,2018-01-22,-2 days +00:00:00.000000000,2
955,11475 M,4.0,2018-01-19,2018-01-28,2018-01-19,2018-01-28,-9 days +00:00:00.000000000,9
956,11475 S,6.0,2018-01-19,2018-01-22,2018-01-19,2018-01-22,-3 days +00:00:00.000000000,3
957,11475 XL,4.0,2018-01-09,2018-01-28,2018-01-09,2018-01-28,-19 days +00:00:00.000000000,19
958,11480 140,3.0,2018-01-26,2018-01-23,2018-01-26,2018-01-23,3 days 00:00:00.000000000,3
959,11480 152,1.0,2018-01-11,2018-01-10,2018-01-11,2018-01-10,1 days 00:00:00.000000000,1
960,11480 164,4.0,2018-01-08,2018-01-28,2018-01-08,2018-01-28,-20 days +00:00:00.000000000,20
961,11480 176,5.0,2018-01-08,2018-01-22,2018-01-08,2018-01-22,-14 days +00:00:00.000000000,14
962,11504 L,1.0,2018-01-31,2018-01-10,2018-01-31,2018-01-10,21 days 00:00:00.000000000,21
963,11505 L,2.0,2018-01-31,2018-01-17,2018-01-31,2018-01-17,14 days 00:00:00.000000000,14
964,11505 M,3.0,2018-01-16,2018-01-23,2018-01-16,2018-01-23,-7 days +00:00:00.000000000,7
965,11505 XL,1.0,2018-01-17,2018-01-10,2018-01-17,2018-01-10,7 days 00:00:00.000000000,7
966,11507 M,1.0,2018-01-07,2018-01-10,2018-01-07,2018-01-10,-3 days +00:00:00.000000000,3
967,11509 2 ( 37-39 ),3.0,2018-01-28,2018-01-23,2018-01-28,2018-01-23,5 days 00:00:00.000000000,5
968,11509 4 ( 43-45 ),1.0,2018-01-07,2018-01-10,2018-01-07,2018-01-10,-3 days +00:00:00.000000000,3
969,11510 32,1.0,2018-01-14,2018-01-10,2018-01-14,2018-01-10,4 days 00:00:00.000000000,4
970,11510 36,2.0,2018-01-14,2018-01-17,2018-01-14,2018-01-17,-3 days +00:00:00.000000000,3
971,11512 39,1.0,2018-01-22,2018-01-10,2018-01-22,2018-01-10,12 days 00:00:00.000000000,12
972,11512 40,1.0,2018-01-13,2018-01-10,2018-01-13,2018-01-10,3 days 00:00:00.000000000,3
973,11512 41,1.0,2018-01-11,2018-01-10,2018-01-11,2018-01-10,1 days 00:00:00.000000000,1
974,11512 42,2.0,2018-01-12,2018-01-17,2018-01-12,2018-01-17,-5 days +00:00:00.000000000,5
975,11512 43,3.0,2018-01-27,2018-01-23,2018-01-27,2018-01-23,4 days 00:00:00.000000000,4
976,11512 44,4.0,2018-01-31,2018-01-28,2018-01-31,2018-01-28,3 days 00:00:00.000000000,3
977,11512 45,2.0,2018-01-13,2018-01-17,2018-01-13,2018-01-17,-4 days +00:00:00.000000000,4
978,11512 46,1.0,2018-01-27,2018-01-10,2018-01-27,2018-01-10,17 days 00:00:00.000000000,17
979,11514 M,3.0,2018-01-23,2018-01-23,2018-01-23,2018-01-23,0 days 00:00:00.000000000,0
980,11514 S,2.0,2018-01-17,2018-01-17,2018-01-17,2018-01-17,0 days 00:00:00.000000000,0
981,11514 XL,1.0,2018-01-12,2018-01-10,2018-01-12,2018-01-10,2 days 00:00:00.000000000,2
982,11515 41 - 44,1.0,2018-01-17,2018-01-10,2018-01-17,2018-01-10,7 days 00:00:00.000000000,7
983,11523 L ( 152-158 ),2.0,2018-01-05,2018-01-17,2018-01-05,2018-01-17,-12 days +00:00:00.000000000,12
984,11523 M ( 140-152 ),2.0,2018-01-11,2018-01-17,2018-01-11,2018-01-17,-6 days +00:00:00.000000000,6
985,11523 S ( 128-140 ),1.0,2018-01-07,2018-01-10,2018-01-07,2018-01-10,-3 days +00:00:00.000000000,3
986,11523 XL ( 158-170 ),1.0,2018-01-16,2018-01-10,2018-01-16,2018-01-10,6 days 00:00:00.000000000,6
987,11524 M,1.0,2018-01-30,2018-01-10,2018-01-30,2018-01-10,20 days 00:00:00.000000000,20
988,11528 164,1.0,2018-01-11,2018-01-10,2018-01-11,2018-01-10,1 days 00:00:00.000000000,1
989,11532 39,1.0,2018-01-18,2018-01-10,2018-01-18,2018-01-10,8 days 00:00:00.000000000,8
990,11535 39,1.0,2018-01-05,2018-01-10,2018-01-05,2018-01-10,-5 days +00:00:00.000000000,5
991,11535 43,1.0,2018-01-23,2018-01-10,2018-01-23,2018-01-10,13 days 00:00:00.000000000,13
992,11535 44,1.0,2018-01-11,2018-01-10,2018-01-11,2018-01-10,1 days 00:00:00.000000000,1
993,11535 45,1.0,2018-01-02,2018-01-10,2018-01-02,2018-01-10,-8 days +00:00:00.000000000,8
994,11535 46,1.0,2018-01-04,2018-01-10,2018-01-04,2018-01-10,-6 days +00:00:00.000000000,6
995,11539 M,2.0,2018-01-14,2018-01-17,2018-01-14,2018-01-17,-3 days +00:00:00.000000000,3
996,11541 164,1.0,2018-01-08,2018-01-10,2018-01-08,2018-01-10,-2 days +00:00:00.000000000,2
997,11544 40,1.0,2018-01-14,2018-01-10,2018-01-14,2018-01-10,4 days 00:00:00.000000000,4
998,11569 43,1.0,2018-01-30,2018-01-10,2018-01-30,2018-01-10,20 days 00:00:00.000000000,20
999,11569 44,1.0,2018-01-30,2018-01-10,2018-01-30,2018-01-10,20 days 00:00:00.000000000,20
1000,11572 2XL,1.0,2018-01-02,2018-01-10,2018-01-02,2018-01-10,-8 days +00:00:00.000000000,8
1001,11572 L,1.0,2018-01-02,2018-01-10,2018-01-02,2018-01-10,-8 days +00:00:00.000000000,8
1002,11572 M,3.0,2018-01-04,2018-01-23,2018-01-04,2018-01-23,-19 days +00:00:00.000000000,19
1003,11572 S,1.0,2018-01-02,2018-01-10,2018-01-02,2018-01-10,-8 days +00:00:00.000000000,8
1004,11572 XL,3.0,2018-01-17,2018-01-23,2018-01-17,2018-01-23,-6 days +00:00:00.000000000,6
